prod_name,brand_name,marked_price,discounted_price,rating,rating_count,size,product_link,img_link
Men Padded Jacket,Red Tape,8599.0,1719.0,4.1,21.0,M,https://www.myntra.com/jackets/red-tape/red-tape-men-grey-padded-jacket/19568336/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19568336/2022/8/19/1347f4d0-e240-4514-84d4-8075ea03fe871660915283980Jackets1.jpg"
Men Colourblocked Sneakers,AfroJack,4495.0,899.0,0.0,0.0,UK10,https://www.myntra.com/casual-shoes/afrojack/afrojack-men-colourblocked-mid-top-sneakers/21711958/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21711958/2023/1/27/d2e63dea-d41f-4706-8ae1-11bb36a836031674802683204AfroJackMenBlackSneakers1.jpg"
Kalamkari Print Ethnic Sustainable Pure Cotton Skirt,Taavi,1899.0,1329.0,4.3,3.6,26,https://www.myntra.com/skirts/taavi/taavi-black--maroon-kalamkari-hand-block-print-ethnic-sustainable-maxi-pure-cotton-skirt-with-gathers/7393506/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7393506/2020/10/10/9a490a45-d7fb-4f17-a7f8-df2e6c40b0881602269372163TaaviWomenBlackMaroonKalamkariHandBlockPrintEthnicSustainabl1.jpg"
Unisex MMS Duffel Bag,PUMA Motorsport,2999.0,1799.0,1.5,3.0,Onesize,https://www.myntra.com/duffel-bag/puma-motorsport/-puma-motorsport-unisex-black-mms-duffel-bag/19831114/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19831114/2022/9/26/c0c71eff-f759-4a92-aaa2-47a22b487a501664191966947-BMW-MMS-Wallet-8721664191966470-1.jpg"
Women Printed Kurta with Palazzos,W,3999.0,2199.0,4.3,4.0,XS,https://www.myntra.com/kurta-sets/w/w-women-purple-ethnic-motifs-printed-layered-kurta-with-palazzos/20624724/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20624724/2022/11/4/061f2d61-6ef4-420f-8654-47ebfc2956b31667559203764PurpleEmbroideredMockLayeredKurtaWithParalelPants1.jpg"
Men Solid 2-piece Suit,INVICTUS,8998.0,4948.0,2.4,,36,https://www.myntra.com/suits/invictus/invictus-men-beige-solid-slim-fit-single-breasted-2-piece-suit/18240368/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18240368/2022/11/16/4e25ac81-b7ef-48d6-bfb5-766a8a63af931668592106504-INVICTUS-Men-Beige-Solid-Single-Breasted-2-piece-Suits-82916-1.jpg"
Gotta Patti Embroidery Kurta,Varanga,3399.0,995.0,3.8,4.4,S,https://www.myntra.com/kurtas/varanga/varanga-pink-bandhej-gotta-patti-embroidery-yoke-sequin-straight-kurta/13523728/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13523728/2021/3/3/903520c6-b4f6-4ab3-804b-5018fe78dc041614762326915-Varanga-Pink-Bandhej-Gotta-Patti-Embroidery-Yoke-Sequin-Stra-1.jpg"
Printed Nightdress,Boston Club,1899.0,987.0,4.5,28.0,Onesize,https://www.myntra.com/nightdress/boston-club/boston-club-black-printed-maxi-nightdress/18870056/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18870056/2022/7/7/151ca9b3-74d4-4552-9143-17b9f680b9971657194302177-Boston-Club-Black-Printed-Maxi-Nightdress-2121657194302116-7.jpg"
Self Design Welt Pocket T-shirt,WROGN,1399.0,699.0,4.1,6.3,L,https://www.myntra.com/tshirts/wrogn/wrogn-men-grey-melange-self-design-welt-pocket-t-shirt/1894413/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1894413/2017/6/20/11497943671766-WROGN-Men-Grey-Melange-Self-Design-Round-Neck-T-shirt-881497943671356-1.jpg"
Bio Fruit Whitening Sustainable Lip Balm,Biotique,210.0,153.0,4.5,24.5,10-15 ML,https://www.myntra.com/lip-care/biotique/biotique-bio-fruit-whitening-sustainable-lip-balm-12-g/1919998/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1919998/2022/11/24/7c4a1f3e-550c-400a-a726-d245d4916f651669292619286-Biotique-Bio-Fruit-Whitening-Sustainable-Lip-Balm-12-g-93416-1.jpg"
