prod_name,brand_name,marked_price,discounted_price,rating,rating_count,size,product_link,img_link
Solid Casual Shirt,Roadster,1699,696,4.3,1.2,M,https://www.myntra.com/shirts/roadster/roadster-women-white-solid-casual-shirt/14615132/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14615132/2021/8/3/3b79ea94-6efd-416f-b82c-ff4e8f540f851627985765869-Roadster-Women-White-Casual-Shirt-5701627985765145-1.jpg"
Women Printed Kurta with Palazzos With Dupatta,JAIPURI BUNAAI,3999,1039,4.2,14,M,https://www.myntra.com/kurta-sets/jaipuri-bunaai/jaipuri-bunaai-women-ethnic-motifs-printed-panelled-kurta-with-palazzos--with-dupatta/20143414/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20143414/2022/9/23/11e99973-2595-4fba-ab2e-1448be56a8ba1663922193703KurtaSets1.jpg"
Men Slim Fit Formal Shirt,English Navy,999,539,3.9,2.5,42,https://www.myntra.com/shirts/english-navy/english-navy-men-white-slim-fit-formal-shirt/7234486/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7234486/2018/8/28/d2f4d136-f486-4e2f-8021-b0361e6d53361535440159810-na-681535440159582-1.jpg"
Women Solid Slim-Fit Single-Breasted Blazer,Allen Solly Woman,3799,3381,4.4,38,XS,https://www.myntra.com/blazers/allen-solly-woman/allen-solly-woman-women-navy-blue-solid-slim-fit-single-breasted-blazer-/14024556/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/5/0d2e46cd-f93f-441c-8e8a-d4248224fd6d1617609238090-1.jpg"
Women Pure Cotton Kurta Sets,GULMOHAR JAIPUR,3299,1399,0,0,S,https://www.myntra.com/kurta-sets/gulmohar-jaipur/gulmohar-jaipur-women-printed-empire-pure-cotton-kurta-with-trousers/21330020/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21330020/2022/12/28/676d19ea-235c-44ad-86a0-70a28ac3c8051672209353009GULMOHARJAIPURCottonCalfLengthPrintedFlared34SleeveRoundNeck1.jpg"
Men Suede Loafers,Mactree,4720,896,4,1.2,UK6,https://www.myntra.com/casual-shoes/mactree/mactree-men-black-textured-suede-loafers/13113094/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13113094/2021/11/24/4239d46e-fb45-4eee-8c53-c3cc594c349f1637715156521-Mactree-Men-Black-Textured-Suede-Loafers-4421637715156378-6.jpg"
Men Single Breasted Blazer,Allen Solly,6999,6229,2.7,,36,https://www.myntra.com/blazers/allen-solly/allen-solly-men-slim-fit-single-breasted-blazer/21615610/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21615610/2023/1/19/da67345a-d84e-4adc-b471-21bd3340642e1674123107565MenNavyUltraSlimFitSolidFormalBlazer1.jpg"
White Y1 True Wireless Earbuds,BOULT AUDIO,5499,1399,4,1.3,Onesize,https://www.myntra.com/headphones/boult-audio/boult-audio-white-airbass-y1-true-wireless-bluetooth-earbuds/16436480/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16436480/2022/4/13/e01605b1-e8ce-4940-8913-bc1813ae9b3d1649841499084-BOULT-AUDIO-Y1-True-Wireless-Earbuds---White-775164984149882-1.jpg"
Men Printed Sliders,Louis Philippe,1999,1299,4.3,23,UK7,https://www.myntra.com/flip-flops/louis-philippe/louis-philippe-men-black--white-brand-logo-printed-sliders/19045980/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19045980/2022/7/29/54c9dd7e-97ec-4743-a440-bf40aeeaa6aa1659085450838-Louis-Philippe-Men-Black--White-Printed-Sliders-555165908545-1.jpg"
Men Pack Of 2 Shirts,Roadster,2999,1709,4.2,6.1,40,https://www.myntra.com/shirts/roadster/roadster-men-pack-of-2-sustainable-shirts/2038071/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2038071/2019/4/9/ace5c891-0717-485c-8080-9c37c5c759821554799993054-Roadster-Men-Black--White-Slim-Fit-Solid-Casual-Shirt-322155-1.jpg"
Men Regular Fit Oxford Shirt,H&M,,,4.4,64,40,https://www.myntra.com/shirts/hm/hm-men-beige-cotton-regular-fit-oxford-shirt/15545718/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15545718/2021/9/27/3be5df16-b24c-4d32-93f5-3b31aa0291f41632723491305RegularFitOxfordshirt1.jpg"
Ultra Matte Gel Sunscreen,Lakme,570,370,4.4,1.1,80-100 ML,https://www.myntra.com/sunscreen/lakme/lakme-sun-expert-spf-50-sunscreen-ultra-matte-gel-sunscreen-100-ml/2137203/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2137203/2022/7/18/e7e7898c-c7bd-4ff2-8062-005da9903d061658127468296-Lakme-Sun-Expert-SPF-50-Sunscreen-Ultra-Matte-Gel-Sunscreen--1.jpg"
Kurta with Trousers & Dupatta,KALINI,3999,999,4.3,1.8,L,https://www.myntra.com/kurta-sets/kalini/kalini-white-floral-printed-angrakha-gotta-patti-pure-cotton-kurta-with-trousers--dupatta/17171690/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17171690/2022/2/16/c687fae9-54a6-4c01-af44-771d17fbe6211645005298812KALINIAngrakhaKurtaPantandDupattaSet3.jpg"
Men Analogue Watch 0830904,SCUDERIA FERRARI,7980,3192,4.1,5,L,https://www.myntra.com/watches/scuderia-ferrari/scuderia-ferrari-men-blue-brass-dial--blue-straps-analogue-watch-0830904/16860688/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16860688/2022/11/29/72046f44-fe1c-4fbd-baef-c1b447b9b80f1669713897749-SCUDERIA-FERRARI-Men-Blue-Brass-Dial--Blue-Straps-Analogue-W-1.jpg"
Men Leather Straps Automatic Motion Watch,Fossil,18495,9247,4.4,11,Onesize,https://www.myntra.com/watches/fossil/fossil-townsman-men-silver-toned-skeleton-dial-leather-strap-automatic-watch-me3200/14860904/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14860904/2022/11/29/89af50f9-9909-48ef-9622-8be9b731c0ea1669714281005-Fossil-Townsman-Men-Silver-Toned-Skeleton-Dial-Leather-Strap-1.jpg"
Unisex Solid Backpack,Tommy Hilfiger,3199,2239,4.5,61,Onesize,https://www.myntra.com/backpacks/tommy-hilfiger/tommy-hilfiger-unisex-grey-solid-backpack/9137517/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9137517/2019/4/24/3faa54a1-0dd6-47fd-9027-40c4f8e77c0c1556107187029-Tommy-Hilfiger-Branded-fine-lining-Water-resistance-77215561-1.jpg"
Women Casual Shirt,Style Quotient,1499,644,4.2,55,S,https://www.myntra.com/shirts/style-quotient/style-quotient-women-white-casual-shirt/19761198/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19761198/2022/9/2/e05a447d-e6c7-4a5a-91ce-7b7972646f491662107951495StyleQuotientWomenWhiteClassicFormalShirt1.jpg"
Printed Straight Kurta,AHIKA,1350,688,4,26.6,L,https://www.myntra.com/kurtas/ahika/ahika-women-black--green-printed-straight-kurta/11056154/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11056154/2019/12/5/30b0017d-7e72-4d40-9633-ef78d01719741575541717470-AHIKA-Women-Black--Green-Printed-Straight-Kurta-990157554171-1.jpg"
Printed Top with Palazzos,ANI,2999,1499,4.4,42,M,https://www.myntra.com/co-ords/ani/ani-women-stunning-blue-printed-top-with-palazzos/16828316/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16828316/2022/2/4/bd083c1b-31ae-4377-b8a7-834a921822911643977617805-ANI-Women-Co-Ords-1331643977617194-1.jpg"
Ethnic Motifs Saree,KALINI,1997,599,4,3.3,Onesize,https://www.myntra.com/sarees/kalini/kalini-black--green-ethnic-motifs-fusion-saree/14975358/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14975358/2021/7/29/9e1484a0-92f8-4871-9b98-fc9f389406691627570339977KALINIWomenBlackPrinted1.jpg"
Drop Earrings,Yellow Chimes,702,323,0,0,Onesize,https://www.myntra.com/earrings/yellow-chimes/yellow-chimes-contemporary-drop-earrings/21363390/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21363390/2022/12/30/353656b1-4f05-4ffe-868a-fdc620131d401672417906851WhitecolorFloralShapedPearlDropEarrings1.jpg"
Men Solid Comfort Sandals,House of Pataudi,2799,1679,4.4,17,UK6,https://www.myntra.com/sandals/house-of-pataudi/house-of-pataudi-men-coffee-brown-solid-handcrafted-ethnic-comfort-sandals/15568504/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15568504/2022/11/29/b40b656f-41a2-498c-bc77-ff6f0f4c55a71669724148316-House-of-Pataudi-Men-Coffee-Brown-Solid-Handcrafted-Ethnic-C-11.jpg"
Slim Fit Casual Shirt,HIGHLANDER,1249,437,4.1,1.8,44,https://www.myntra.com/shirts/highlander/highlander-men-white--navy-blue-slim-fit-striped-casual-shirt/11780938/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11780938/2020/4/3/34c18c12-5d8c-4b85-8764-5e4c3740f0511585904912098HIGHLANDERMenWhiteNavyBlueSlimFitStripedCasualShirt1.jpg"
Men Leather Belt,KAEZRI,1999,399,4.3,94,30,https://www.myntra.com/belts/kaezri/kaezri-men-black-leather-belt/17843020/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17843020/2022/4/11/8a1ad795-f177-47e2-b2ec-733e2167161a1649657323997KAEZRIMenBlackBelts1.jpg"
Women Bootcut High-Rise Jeans,Levis,3699,3329,4.5,19,26,https://www.myntra.com/jeans/levis/levis-women-blue-bootcut-high-rise-light-fade-stretchable-jeans/19469250/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19469250/2022/9/12/2e7d53b7-962e-4ac4-8618-c4fd9cda0b081662968635076-Levis-Women-Blue-Bootcut-High-Rise-Light-Fade-Stretchable-Je-1.jpg"
Printed Georgette Kaftan Dress,Rajoria Instyle,2500,699,3.5,24,Onesize,https://www.myntra.com/dresses/rajoria-instyle/rajoria-instyle-printed-georgette-kaftan-maxi-dress/20211966/buy,
Women Pure Cotton Jeans,MANGO,3590,3410,4.1,1,26,https://www.myntra.com/jeans/mango/mango-women-sustainable-pure-cotton-wide-leg-high-rise-jeans/19540968/buy,
Men Three-Piece Formal Suits,Louis Philippe,13999,11759,3.3,,38,https://www.myntra.com/suits/louis-philippe/louis-philippe-men-black-checked-slim-fit-single-breasted-three-piece-formal-suits/20276378/buy,
Men Solid Cotton Pure Cotton T-shirt,H&M,,,4.3,42,M,https://www.myntra.com/tshirts/hm/hm-men-black-solid-relaxed-fit-cotton-pure-cotton-t-shirt/14927528/buy,
Men SPECTER 5.0 Sliders,U.S. Polo Assn.,1599,1279,4.3,1.8,UK6,https://www.myntra.com/flip-flops/us-polo-assn/u-s-polo-assn-men-black-specter-50-sliders/17115412/buy,
Women Printed Kurta with Palazzos,Anouk,2199,879,0,0,S,https://www.myntra.com/kurta-sets/anouk/anouk-ethnic-motifs-printed-pure-cotton-kurta-with-palazzos/21335802/buy,
Women Printed Night suit,Claura,1699,985,4.3,1.5,M,https://www.myntra.com/night-suits/claura/claura-women-navy-blue--beige-floral-printed-pure-cotton-night-suit/15318634/buy,
Women Kurta Set,Libas,3999,1399,4.4,1.1,XS,https://www.myntra.com/kurta-sets/libas/libas-women-blue-sequinned-detail-kurta-with-palazzos--dupatta/15055286/buy,
Embroidered Top,QUIERO,1789,697,4.4,5.7,M,https://www.myntra.com/tops/quiero/quiero-black--white-embroidered-top/11157052/buy,
Women Flared Jeans,Tokyo Talkies,1899,607,3.9,22,28,https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-blue-flared-heavy-fade-jeans/16723102/buy,
Women Embroidered Trousers suit,KALINI,3699,1146,4.2,49,M,https://www.myntra.com/kurta-sets/kalini/kalini-women-fluorescent-green-embroidered-pure-cotton-trousers-suit/18957838/buy,
Women Printed Cotton Kurta,METRO-FASHION,999,499,0,0,M,https://www.myntra.com/kurtas/metro-fashion/metro-fashion-women-floral-printed-cottonkurta/21808776/buy,
Men Self Design Mojaris,House of Pataudi,3299,1814,4.5,45,UK6,https://www.myntra.com/casual-shoes/house-of-pataudi/house-of-pataudi-men-navy-blue--beige-self-design-mojaris-with-embroidered-detail/12464916/buy,
Women Printed Kurta with Churidar,Poshak Hub,2500,1125,4,41,S,https://www.myntra.com/kurta-sets/poshak-hub/poshak-hub-women-white--orange-printed-pure-cotton-anarkali-kurta-with-churidar/14994950/buy,
Men Analogue Watch,Timex,3495,1922,4.3,16,Onesize,https://www.myntra.com/watches/timex/timex-men-black-analogue-watch-tw000u928/10669788/buy,
Solid Saree,Libas,3999,1119,4.5,76,M,https://www.myntra.com/sarees/libas/libas-burgundy-solid-saree-with-embellished-blouse/15258072/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15258072/2021/11/16/ccc2cdce-ebf0-41c3-b448-418894a391591637039903628-Libas-Burgundy-Pure-Georgette-Dhoti-Saree-with-Detachable-Pa-1.jpg"
Hulk 1.78 inch Smartwatch,Fire-Boltt,17999,3499,3.6,1,43 mm,https://www.myntra.com/smart-watches/fire-boltt/fire-boltt-hulk-178-inch-amoled-bluetooth-calling-with-120-sports-modes-smartwatch/21492978/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21492978/2023/1/18/849b6df4-c620-49e5-a115-c7664ddb22af1674039115187-Hulk-4501674039114393-1.jpg"
Slim Fit Linen Formal Blazer,Louis Philippe,7999,6719,4.1,9,36,https://www.myntra.com/blazers/louis-philippe/louis-philippe-men-beige-self-design-single-breasted-slim-fit-linen-formal-blazer/11549850/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11549850/2020/2/28/b3e6804d-6967-4b37-8bb4-f3a62695c37c1582872999403-Louis-Philippe-Men-Blazers-6431582872997556-1.jpg"
A-Line Flared Short Dress,InWeave,2499,799,4.1,28,M,https://www.myntra.com/dresses/inweave/inweave-maroon-layered-a-line-flared-short-dress/15555462/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15555462/2021/9/21/53f67584-824c-42f9-9324-89e982d5511d1632234065294InWeaveMaroonA-LineDress1.jpg"
Ethnic Zari Kurta Set Dupatta,Libas,3999,1999,4.5,51,XS,https://www.myntra.com/kurta-sets/libas/libas-women-aubergine--gold-ethnic-motifs-zari-straight-kurta-with-trousers-dupatta/17487148/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17487148/2022/3/24/9c342e1f-37b9-4c21-a17a-f2989e3fed101648105688417-Libas-Women-Kurta-Sets-8591648105687578-1.jpg"
Women Printed Kurta with Trousers,Anouk,1799,629,3.4,41,S,https://www.myntra.com/kurta-sets/anouk/anouk-women-navy-blue--white-ethnic-motifs-printed-pure-cotton-kurta-with-trousers/14925640/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14925640/2021/11/15/3ac366a6-17b9-4955-b70b-077864399aaf1636961542515-Anouk-Women-Kurta-Sets-4621636961541977-6.jpg"
Solid Polo Collar T-shirt,Roadster,999,449,4.1,4.6,S,https://www.myntra.com/tshirts/roadster/roadster-men-maroon-solid-polo-collar-t-shirt/3009070/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg"
Men Solid Horsebit Loafers,U.S. Polo Assn.,3799,3229,4.4,41,UK10,https://www.myntra.com/casual-shoes/us-polo-assn/us-polo-assn-men-black-solid-horsebit-loafers/18153736/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18153736/2022/8/1/bf0ae914-ac30-4a2b-8e27-13356c0959421659354664279-US-Polo-Assn-Men-Casual-Shoes-491659354664053-1.jpg"
Women Kurta With Dupatta,PMD Fashion,3999,999,0,0,M,https://www.myntra.com/kurtas/pmd-fashion/pmd-fashion-women-gotta-patti-anarkali-kurta-with-dupatta/21703114/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21703114/2023/1/25/bfc7a470-624c-4d3f-9c64-85694138f5ff1674643443605Kurtis1.jpg"
Women Brass Dial Watch,STRAND BY OBAKU,,,0,0,Onesize,https://www.myntra.com/watches/strand-by-obaku/strand-by-obaku-women-bracelet-style-straps-analogue-watch-s734lxvjvj/21329398/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21329398/2022/12/28/14e13eef-04b2-4b1f-857e-15c227fb03ee1672208121165STRANDBYOBAKUWomenGreyBrassPatternedDialGreyBraceletStyleStr1.jpg"
Men Walking Shoes,Campus,999,949,4.4,90,UK7,https://www.myntra.com/sports-shoes/campus/campus-men-navy-blue-mesh-walking-shoes/17221270/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17221270/2022/10/19/c7db1b75-f33a-413e-8354-f12cc8e7adca1666176193770-Campus-Men-Navy-Blue-Mesh-Walking-Shoes-2591666176193295-1.jpg"
Women Plus Size Slim Fit Jeans,High Star,1299,844,4.4,1.4,30,https://www.myntra.com/jeans/high-star/high-star-women-plus-size-black-slim-fit-high-rise-clean-look-stretchable-jeans/11554556/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11554556/2022/2/2/08900d57-14ff-4763-8d69-20ff2fcc622c1643784890464-High-Star-Women-Black-Slim-Fit-High-Rise-Clean-Look-Stretcha-1.jpg"
Men Solid Woven Running Pants,Nike,3495,3320,3.9,43,M,https://www.myntra.com/track-pants/nike/nike-men-black-solid--dri-fit-challenger-woven-running-pants/14643392/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14643392/2021/7/15/e7c68423-29c5-40f2-96ed-be6954169ab51626340451998-Nike-Dri-FIT-Challenger-Mens-Woven-Running-Pants-77616263404-1.jpg"
Solid Puffer Jacket,LOCOMOTIVE,4049,971,4,2.2,L,https://www.myntra.com/jackets/locomotive/locomotive-men-white-solid-puffer-jacket/12970028/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/11/13/34ff32c7-5450-4f1a-ac8e-bcafc1d2d38c1605212433508-1.jpg"
Men Solid Formal Oxfords Shoes,Provogue,4495,899,3.8,30,UK9,https://www.myntra.com/formal-shoes/provogue/provogue-men-brown-solid-leather-formal-oxfords-shoes/17365064/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17365064/2022/3/23/0fd4997b-8d5c-4665-8542-0ae2cd482e331648025742615-Provogue-Men-Brown-Solid-Leather-Formal-Oxfords-Shoes-706164-1.jpg"
Men Antimicrobial T-shirt,Technosport,,,0,0,S,https://www.myntra.com/tshirts/technosport/technosport-men-antimicrobial-active-t-shirt/21805902/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21805902/2023/2/2/56c75687-f19d-4c96-a8e4-81fe6bdc6b561675322607091TechnosportMenSkyBlueTshirt1.jpg"
Women Mojaris Flats,Kiana,1599,591,4.3,65,EURO38,https://www.myntra.com/flats/kiana/kiana-women-off-white-mojaris-flats/17792878/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17792878/2022/5/5/d86eddb8-e5c7-4e68-bc1e-cf8a08560ec01651729269959KianaWomenOffWhitePrintedMojarisFlats1.jpg"
Printed Kurta with Patiala,Divena,3399,1699,4.5,5,XS,https://www.myntra.com/kurta-sets/divena/divena-ethnic-motifs-printed-pure-cotton-kurta-with-patiala/21146704/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21146704/2022/12/9/2253f1cc-8bcf-4300-b281-ab3038389ffe1670593747605KurtaSets1.jpg"
Men Running Shoes,Sparx,1499,1424,4.3,13,UK6,https://www.myntra.com/sports-shoes/sparx/sparx-men-grey-mesh-running-non-marking-shoes/17492284/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17492284/2022/9/12/55ef3d31-fd0b-44be-bde4-f44063151db11662981875706-Sparx-Men-Grey-Mesh-Running-Non-Marking-Shoes-59016629818752-1.jpg"
Men Analogue Watch,Mast & Harbour,3599,1259,3.7,1.6,Onesize,https://www.myntra.com/watches/mast--harbour/mast--harbour-men-black-analogue-watch-mfb-pn-lw3211/2211671/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2211671/2018/4/12/11523533275131-Mast--Harbour-Men-Black-Analogue-Watch-MFB-PN-LW3211-9391523533274876-1.jpg"
Men Woven Design Sneakers,SPYKAR,,,0,0,UK11,https://www.myntra.com/casual-shoes/spykar/spykar-men-woven-design-sneakers/21899452/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21899452/2023/2/8/d819e634-19d2-4472-9cac-df4bd3646b1b1675864492694MenBrownLaceupSneakers1.jpg"
Women Cigarette Trousers,H&M,,,0,0,26,https://www.myntra.com/trousers/hm/hm-women-cigarette-trousers/21881892/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21881892/2023/2/7/5bfe4804-c286-45cd-bd4b-8f7a76b9ee071675781235801Cigarettetrousers1.jpg"
Pack of 2 Perfume + Deodorant,JOHN PHILLIPS,2000,999,0,0,Pack,https://www.myntra.com/perfume-and-body-mist/john-phillips/john-phillips-pack-of-2-eau-de-french-perfume--deodorant-100ml150ml/21712250/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21712250/2023/1/27/dc5dac29-fd28-43c3-9f8b-a5a0693f92441674799955373PerfumeandBodyMist1.jpg"
Men Sneakers,Roadster,4495,899,3.6,23,UK11,https://www.myntra.com/casual-shoes/roadster/roadster-men-black-sneakers/19172950/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19172950/2022/7/20/13425e95-0413-462a-9959-d76463a6b1691658291303094RoadsterMensBlackandWhiteFauxLeatherEverydaySneakers1.jpg"
Women 711 Skinny Fit HR Jeans,Levis,3299,1484,4.3,6,25,https://www.myntra.com/jeans/levis/levis-women-blue-711-skinny-fit-high-rise-light-fade-acid-wash-stretchable-jeans/18903112/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18903112/2022/9/7/233ef480-7bda-4a94-9f36-0d373ba971271662547553173-Levis-Women-Blue-711-Skinny-Fit-High-Rise-Light-Fade-Acid-Wa-1.jpg"
