prod_name,brand_name,marked_price,discounted_price,rating,rating_count,size,product_link,img_link
Printed Sweatshirt,LOCOMOTIVE,1599,495,4.1,45,S,https://www.myntra.com/sweatshirts/locomotive/locomotive-men-black-printed-sweatshirt/12970034/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/11/13/f32094b5-7e74-4908-a896-f19b09b9e96e1605208997287-1.jpg"
Women Printed Kurta with Salwar With Dupatta,Sangria,3999,1199,3.8,1,S,https://www.myntra.com/kurta-sets/sangria/sangria-women-floral-printed-pure-cotton-kurta-with-salwar--with-dupatta/21031750/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21031750/2022/12/3/43601ae1-2543-4cb6-9aad-3a0cb1cf77771670064501640SangriaWomenDyedCottonKurtaWithSalwarDupattaSets1.jpg"
Vegan Leather Laptop Bag,ZOUK,4863,1699,4.5,21,Onesize,https://www.myntra.com/handbags/zouk/zouk-navy-blue--pink-printed-vegan-leather-sustainable-shoulder-16-inch-laptop-bag/14360350/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14360350/2022/2/21/85d9fdb9-a434-41a5-ada3-7158ad8be7d41645454659839ZOUKNavyBluePinkPaisleyPrintedVeganLeather16InchLaptopSustai1.jpg"
Time Travlr Sleveless Pure Cotton T-shirt,Roadster,499,199,4.1,1,XS,https://www.myntra.com/tshirts/roadster/roadster-time-travlr-men-blue-sleveless-pure-cotton-t-shirt-with-raw-edges/2498504/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2498504/2018/5/4/11525433748861-Roadster-Men-Tshirts-3591525433748664-1.jpg"
Textured Embellished Potli,Lavie,2399,647,4.5,28,S,https://www.myntra.com/clutches/lavie/lavie-tiana-maroon-embellished-potli/15843360/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15843360/2022/12/3/79dd927c-967e-438f-ae30-71fc86a28e951670061758942LavieTianaMaroonEmbellishedPotli1.jpg"
VHSS-03 Hair Styling Set,VEGA,3199,2463,4.2,74,Onesize,https://www.myntra.com/hair-appliance/vega/vega-vhss-03-miss-versatile-hair-styling-set---color-may-vary/5910805/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5910805/2021/11/18/e52f1553-ee81-4d4d-9a1b-c59247a8ae0a1637187853482-VEGA-VHSS-03-Miss-Versatile-Hair-Styling-Set---Color-May-Var-15.jpg"
Men Capron 2.0 Sneakers,U.S. Polo Assn.,3399,2209,4.2,24,UK6,https://www.myntra.com/casual-shoes/us-polo-assn/us-polo-assn-men-navy-blue-capron-20-sneakers/18153724/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18153724/2022/8/1/5b603030-96ac-4611-b217-2340432d7a9d1659344325129-US-Polo-Assn-Men-Casual-Shoes-4101659344324764-1.jpg"
Men GW Flex M Walking Shoes,Skechers,6999,5949,4.2,1,UK7,https://www.myntra.com/sports-shoes/skechers/skechers-men-go-walk-flex-missi-walking-shoes-/20883014/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20883014/2023/2/15/c3b30a78-bf91-4aa2-aaab-9c7b4431a66d1676456982193-Skechers-Men-Go-Walk-Flex-Missi-Walking-Shoes-46516764569817-1.jpg"
Men Leather Derbys,Red Chief,4999,2299,4.2,34,UK7,https://www.myntra.com/formal-shoes/red-chief/red-chief-men-black-leather-derbys/2243669/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2243669/2017/12/18/11513602206924-Red-Chief-Men-Casual-Shoes-5401513602206809-1.jpg"
Men Rubber Thong Flip-Flops,Doubleu,,,0,0,UK6,https://www.myntra.com/flip-flops/doubleu/doubleu-men-black-rubber-thong-flip-flops/21313810/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21313810/2022/12/26/757da6ba-2fb0-496f-8d33-4db454e377ed1672077545182DoubleuMenBlackRubberThongFlip-Flops1.jpg"
Men Slim Fit Casual Shirt,HIGHLANDER,999,549,4.1,4.5,39,https://www.myntra.com/shirts/highlander/highlander-men-pink-slim-fit-solid-casual-shirt/2290030/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2290030/2018/2/5/11517823150296-HIGHLANDER-Men-Pink-Slim-Fit-Solid-Casual-Shirt-9131517823150077-1.jpg"
Printed Kurta with Palazzos & Dupatta,Yufta,3499,1574,4.2,2.2,M,https://www.myntra.com/kurta-sets/yufta/yufta-women-blue--off-white-printed-kurta-with-palazzos--dupatta/13922700/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13922700/2021/4/7/fa7a2b53-6c7e-45e0-9555-0677bac189041617800500312-Yufta-Women-Kurta-Sets-511617800499387-1.jpg"
Men Solid Formal Loafers,INVICTUS,2999,929,4.1,3,UK8,https://www.myntra.com/formal-shoes/invictus/invictus-men-black-solid-formal-loafers-/16890408/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16890408/2022/1/20/a603e4af-e043-48d4-a115-48228b4aa3591642682723875FormalShoes1.jpg"
Women Paisley Printed Kurta,METRO-FASHION,999,499,0,0,M,https://www.myntra.com/kurtas/metro-fashion/metro-fashion-women-notched-neck-paisley-printed-kurta/21506110/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21506110/2023/1/11/d1be1586-c6db-4e8d-81fa-0dc61d94b6491673430897772METRO-FASHIONWomenPinkEthnicMotifsPrintedMirrorWorkFloralKur1.jpg"
Ready to Wear Lehenga Unstitched Blouse With Dupatta,Amrutam Fab,11999,2639,4.3,47,Onesize,https://www.myntra.com/lehenga-choli/amrutam-fab/amrutam-fab-turquoise-blue--pink-embroidered-thread-work-ready-to-wear-lehenga--unstitched-blouse-with/15126604/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15126604/2021/8/12/1f554648-666c-44e6-85e1-a2a72e80c7c61628768288779LehengaCholi1.jpg"
Lightly Padded T-shirt Bra,Jockey,,,4.6,93,32B,https://www.myntra.com/bra/jockey/jockey-wirefree-padded-cotton-stretch-medium-coverage-lace-styling-t-shirt-bra-/16117912/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16117912/2022/8/17/a9e974be-e9df-48f5-9a4e-ef8b69b020101660707064032JockeyGreyNon-WiredCottonT-shirtBraLightlyPadded1.jpg"
Men Cotton Casual Sustainable Shirt,Mast & Harbour,1699,968,4.2,2.3,42,https://www.myntra.com/shirts/mast--harbour/mast--harbour-men-grey--purple-printed-pure-cotton-casual-sustainable-shirt/9869571/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9869571/2019/8/13/93a7b5ba-a2e9-4cae-aaef-5b1d209ae2711565673947864-Mast--Harbour-Men-Shirts-4961565673946411-1.jpg"
Men Pure Cotton Printed Shirt,U.S. Polo Assn.,2299,1379,4.5,4,40,https://www.myntra.com/shirts/us-polo-assn/u-s-polo-assn-men-tailored-fit-conversational-printed-pure-cotton-casual-shirt/19166730/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19166730/2022/10/4/6c2acd88-ae84-4e9e-92a7-d5f5671a88ba1664866713354-U-S-Polo-Assn-Men-Tailored-Fit-Conversational-Printed-Pure-C-1.jpg"
Women Printed Cotton T-shirt,Rodzen,1499,499,0,0,L,https://www.myntra.com/tshirts/rodzen/rodzen-women-typography-printed-pure-cotton-t-shirt/21732168/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21732168/2023/1/27/fbc2dee4-fc6e-43c4-b5a6-360d5d45e91e1674836600671Tshirts1.jpg"
Women Ethnic Motifs Printed Anarkali Kurta,KALINI,2199,813,4.2,46,XL,https://www.myntra.com/kurtas/kalini/kalini-women-navy-blue--beige-ethnic-motifs-printed-anarkali-kurta-with-tie-ups/16490088/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16490088/2021/12/11/38795202-9e24-480c-a187-5e51bc28719c1639234073189WomenFloralPrintedAnnarkaliKurtaNavyBlue1.jpg"
Pure Mul Cotton Printed Saree,Suta,,,4.4,10,Onesize,https://www.myntra.com/sarees/suta/suta-beige-black-pure-mul-cotton-printed-saree/14988230/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14988230/2021/7/30/99a3141c-b628-4324-84cb-cafe6989273e1627661399448Sarees1.jpg"
Men Running Shoes,Campus,1699,1444,4,15,UK9,https://www.myntra.com/sports-shoes/campus/campus-men-white-mesh-running-shoes/17516978/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17516978/2022/10/31/9c40047a-0b41-46ff-bc64-8b73e45ec0fe1667208785173-Campus-Men-White-Mesh-Running-Shoes-4461667208784851-1.jpg"
Slim Fit Striped Casual Shirt,WROGN,2399,1319,4.3,8,42,https://www.myntra.com/shirts/wrogn/wrogn-men-white--grey-slim-fit-striped-casual-shirt/13672958/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13672958/2021/8/23/47a53b37-218c-4b74-978e-02423def06991629720628647-WROGN-Men-Shirts-4621629720628113-1.jpg"
Women Ethnic Motifs Printed Handloom Anarkali Kurta,Sanganeri Kurti,2999,689,4,52,S,https://www.myntra.com/kurtas/sanganeri-kurti/sanganeri-kurti-women-mauve-ethnic-motifs-printed-handloom-anarkali-kurta/17748246/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17748246/2022/4/5/92ce15c4-8f30-4e2b-830c-a6f859fbd9ff1649147374887SanganeriKurtiWomenMauveEthnicMotifsPrintedKeyholeNeckFlared1.jpg"
Solid Cinched Waist Dress,plusS,2449,563,4.2,29,L,https://www.myntra.com/dresses/pluss/pluss-women-pretty-pink-solid-cinched-waist-dress/15598358/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15598358/2021/11/17/9cfebdea-d361-456b-af04-15ec4958b6e71637141545502-plusS-Women-Dresses-361637141545104-1.jpg"
Glycolic Bright Night Cream,LOreal,399,319,4.5,32,15 ml,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-glycolic-bright-glowing-night-cream-for-dark-spot-removal---15-ml/19469322/buy,
Women Printed Kurta with Trousers With Dupatta,KALINI,2899,1159,4.3,50,L,https://www.myntra.com/kurta-sets/kalini/kalini-women-grey-ethnic-motifs-printed-pleated-pure-cotton-kurta-with-trousers--with-dupatta/16773326/buy,
Men Solid Mojaris,Prolific,3990,798,4.1,76,UK10,https://www.myntra.com/casual-shoes/prolific/prolific-men-brown-solid-mojaris/13630316/buy,
Structured Sling Bag,Diva Dale,1799,899,0,0,M,https://www.myntra.com/handbags/diva-dale/diva-dale-textured-structured-sling-bag-with-quilted-/21997496/buy,
Women Wedge heel Sandals,Nautica,3699,1849,5,,EURO36,https://www.myntra.com/heels/nautica/nautica-women-beige-solid-wedge-heel-sandals/19947922/buy,
Women Bootcut Jeans,Tokyo Talkies,1899,645,4.2,3.8,28,https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-navy-blue-bootcut-mid-rise-clean-look-stretchable-jeans/10710886/buy,
Slim-Fit Single-Breasted Suit,Louis Philippe,19999,12999,0,0,38,https://www.myntra.com/suits/louis-philippe/louis-philippe-men-black--purple-self-striped-slim-fit-single-breasted-suit/18021808/buy,
Men Skinny Fit Low-Rise Jeans,SPYKAR,3399,2379,0,0,34,https://www.myntra.com/jeans/spykar/spykar-men-skinny-fit-low-rise-light-fade-stretchable-jeans/17556080/buy,
Women Straight Fit High-Rise Parallel Trousers,Marks & Spencer,,,4.4,16,26,https://www.myntra.com/trousers/marks--spencer/marks--spencer-women-black-solid-straight-fit-high-rise-parallel-trousers/15162512/buy,
Unisex Kids Croslite Clogs,Crocs,1995,1795,4.9,2,1-1.5Y,https://www.myntra.com/flip-flops/crocs/crocs-unisex-kids-blue-solid-croslite-clogs/19833986/buy,
Women Cotton Kurta,Pistaa,2699,748,0,0,4XL,https://www.myntra.com/kurtas/pistaa/pistaa-women-mandarin-collar-cotton-kurta/21268026/buy,
Women Printed Slip-On,Solethreads,1299,974,4.7,,UK6,https://www.myntra.com/flip-flops/solethreads/solethreads-women-printed-slip-on/21420742/buy,
Cotton Casual Shirt,Roadster,1199,623,4.2,2,44,https://www.myntra.com/shirts/roadster/roadster-men-navy-blue-cotton-sustainable-casual-shirt/11903976/buy,
Women Yoke Design Kurta,Libas,1999,1039,4.6,83,XS,https://www.myntra.com/kurtas/libas/libas-women-maroon-ethnic-motifs-embroidered-embellished-yoke-design-kurta/17671328/buy,
Women Solid Two Fold Wallet,Fastrack,1698,509,4.8,2,Onesize,https://www.myntra.com/wallets/fastrack/fastrack-women-lavender-solid-two-fold-wallet/20123856/buy,
Men Solid Bomber,WROGN,2999,1949,4,4,XXL,https://www.myntra.com/jackets/wrogn/wrogn-men-black-solid-bomber/6832161/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6832161/2018/11/14/2a3c5f0a-d90e-439a-9d71-577d0ba8b1201542196198359-WROGN-Men-Black-Solid-Bomber-3181542196198219-1.jpg"
Women Slim Fit High-Rise Jeans,AMERICAN EAGLE OUTFITTERS,,,0,0,26,https://www.myntra.com/jeans/american-eagle-outfitters/american-eagle-outfitters-women-slim-fit-high-rise-highly-distressed-light-fade-jeans/21491918/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21491918/2023/1/10/95c5c796-e217-45e1-9f58-0a0b480014301673343354878AMERICANEAGLEOUTFITTERSWomenGreySlimFitHigh-RiseMildlyDistre1.jpg"
Men MULLEN 2.0 Walking Shoes,U.S. Polo Assn.,4599,3909,3.8,2,UK9,https://www.myntra.com/sports-shoes/us-polo-assn/u-s-polo-assn-men-navy-blue-mullen-20-walking-shoes/20295792/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20295792/2023/2/15/c2556ea6-8554-40ef-8f31-c1f179b323501676459228988-U-S-Polo-Assn-Men-Navy-Blue-MULLEN-20-Walking-Shoes-87416764-1.jpg"
Men Cotton Loose Fit T-shirt,DILLINGER,599,437,4,22,M,https://www.myntra.com/tshirts/dillinger/dillinger-men-cream-coloured-pure-cotton-drop-shoulder-sleeves-loose-fit-oversized-t-shirt/19726910/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19726910/2022/9/12/efc6ba80-bfeb-4eb5-8c80-983f32c599061662962720636-DILLINGER-Men-Cream-Coloured-Pure-Cotton-Drop-Shoulder-Sleev-1.jpg"
Pure Cotton Casual Shirt,AMERICAN EAGLE OUTFITTERS,,,0,0,35,https://www.myntra.com/shirts/american-eagle-outfitters/american-eagle-outfitters-men-buffalo-checks-checked-pure-cotton-casual-shirt/21339952/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21339952/2022/12/29/1646f070-89f1-45a1-bc83-9d727f0c99091672290933605AmericanEagleMenGreySuperSoftPlaidFlannelShirt1.jpg"
Men Solid Three Piece Suits,Wintage,7449,4841,3.5,1,36,https://www.myntra.com/suits/wintage/wintage-men-black-solid-single-breasted-three-piece-suits/20588696/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20588696/2022/11/2/352c81ba-7a18-478e-a4ca-d1107c196ef91667387241886Suits1.jpg"
Girls Embroidered Kurti with Dhoti Pants With Dupatta,SAKA DESIGNS,1199,911,4.4,19,6-12M,https://www.myntra.com/kurta-sets/saka-designs/saka-designs-girls-red-ethnic-motifs-embroidered-empire-gotta-patti-kurti-with-dhoti-pants--with-dupatta/15689784/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15689784/2022/3/26/3c749ae9-0bfa-4124-be1b-5128968e032c1648287665289SAKADESIGNSGirlsRedEthnicMotifsEmbroideredEmpireGottaPattiKu1.jpg"
Premium Perfume - 60 ml,Ekam,450,399,0,0,50-75 ML,https://www.myntra.com/perfume-and-body-mist/ekam/ekam-sight-seeing-in-barcelona-daytime-fragrance-premium-perfume---60-ml/21609510/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21609510/2023/1/19/7f12c920-41c5-4df2-bfc7-fb042c8d75891674103484094EKAMSightseeingInBarcelonaPerfumeSprayForHer-60ML1.jpg"
Men Self-Designed Casual Shirt,Tommy Hilfiger,4999,2749,4.5,,40,https://www.myntra.com/shirts/tommy-hilfiger/tommy-hilfiger-men-pink-self-designed-button-down-collar-pure-cotton-casual-shirt/16362470/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16362470/2022/2/23/bbea7a0c-5675-4341-86c2-59d3c8280f001645606176922-Tommy-Hilfiger-Men-Shirts-2671645606176358-1.jpg"
Women Striped Track Pants,V-Mart,330,313,0,0,S,https://www.myntra.com/track-pants/v-mart/v-mart-women-striped-single-jersey-track-pants/21432966/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21432966/2023/1/6/13f99906-614f-4f41-90ed-cce1abec2c491672984257717VMartWomenWesternPrintedPolyCottonSingleJerseyPyjama1.jpg"
Women Embroidered Kurta with Trousers With Dupatta,SINGNI,4999,1599,4.2,5,M,https://www.myntra.com/kurta-sets/singni/singni-women-pink-floral-embroidered-panelled-kurta-with-trousers--with-dupatta/19520330/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19520330/2022/8/17/32217894-1822-4c00-bec7-e8678439b72d1660712685295SINGNIWomenPinkEthnicMotifsEmbroideredLayeredKurtawithTrouse1.jpg"
Men Textured  Sneakers,Roadster,3795,910,3.3,21,UK11,https://www.myntra.com/casual-shoes/roadster/roadster-men-black-textured-sneakers/19470996/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19470996/2022/8/11/1724cc3d-55ef-49a7-8941-696dbf4a971d1660211123196RoadsterMensBlackFauxLeatherChunkyCasualSneakers1.jpg"
Sustainable Nutramoist Skin Renewal Cream,Lotus Herbals,475,356,4.4,1.3,50G,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-nutramoist-skin-renewal-spf-25-daily-cream-50g/57782/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/57782/2020/10/10/7505b6c6-ae86-40c0-883c-78cc391cb75e1602273099106LotusHerbalsSustainableWomenNutramoistSkinRenewalDailyCream51.jpg"
Men Leather Formal Derbys,Louis Philippe,5499,2749,4.3,,UK6,https://www.myntra.com/formal-shoes/louis-philippe/louis-philippe-men-perforated-detail-leather-formal-derbys/20649244/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20649244/2022/12/29/09622317-11ef-4fa0-aec5-75a4271f4a2c1672297712994-Louis-Philippe-Men-Perforated-Detail-Leather-Formal-Derbys-3-1.jpg"
Men Slim Fit Jeans,U.S. Polo Assn. Denim Co.,3799,2279,4.4,,32,https://www.myntra.com/jeans/us-polo-assn-denim-co/u-s-polo-assn-denim-co-men-black-slim-fit-stretchable-jeans/19165538/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19165538/2022/10/27/0269fc48-b11d-49e2-bc9e-5e720ec42ec31666869240929-U-S-Polo-Assn-Denim-Co-Men-Black-Slim-Fit-Stretchable-Jeans--1.jpg"
Casual Shirt,Roadster,1499,644,4.5,13,L,https://www.myntra.com/shirts/roadster/roadster-women-olive-green-casual-shirt/19347888/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19347888/2022/8/8/c7aea52c-f33b-4462-a475-64a28ec930b41659951605854-Roadster-Women-Shirts-7031659951605169-1.jpg"
Men Slim Fit Casual Shirt,HIGHLANDER,999,599,4.2,7.7,39,https://www.myntra.com/shirts/highlander/highlander-men-green-slim-fit-casual-shirt/2256568/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2256568/2018/4/3/11522749277396-HIGHLANDER-Men-Teal-Slim-Fit-Solid-Casual-Shirt-7301522749277212-1.jpg"
Women Raga Viva watch,Titan,,,4.6,12,Onesize,https://www.myntra.com/watches/titan/titan-raga-viva-women-rose-gold-analogue-watch-nl2606wm02/10830718/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10830718/2022/7/13/2baf8052-67ae-40af-a690-a31dc33536a51657692949278-Titan-Raga-Viva-Women-Rose-Gold-Analogue-watch-NL2606WM02-33-1.jpg"
Men Solid Sweatshirt,Roadster,999,549,4.1,87,M,https://www.myntra.com/sweatshirts/roadster/the-roadster-lifestyle-co-men-teal-blue-solid-hooded-sweatshirt/10167327/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10167327/2019/10/28/bd69dac6-d94c-463c-89f6-7491632746341572258418809-Roadster-Men-Teal-Green-Solid-Hooded-Sweatshirt-623157225841-1.jpg"
Men Skinny Fit Jeans,Roadster,1499,854,3.7,3.6,30,https://www.myntra.com/jeans/roadster/roadster-men-grey-skinny-fit-mid-rise-clean-look-stretchable-jeans/8962467/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8962467/2022/4/18/748044b0-33ca-4f90-80b9-ad3745ed02cd1650284925598RoadsterMenGreySkinnyFitMid-RiseCleanLookStretchableJeans1.jpg"
Men Cricket Shoes,ASE,2399,899,4.1,4,UK7,https://www.myntra.com/sports-shoes/ase/ase-men-gold-toned-cricket-non-marking-shoes/18751628/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18751628/2022/6/16/f50becd9-a25f-4094-853c-72cde07c2eb91655375811632ASEMenGold-TonedCricketNon-MarkingShoes1.jpg"
Women Mesh Walking Shoes,Red Tape,5999,1619,4.8,2,UK6,https://www.myntra.com/sports-shoes/red-tape/red-tape-women-mesh-walking-non-marking-shoes/21521962/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21521962/2023/1/13/91bd41c9-4f86-4bce-98d2-2580020a89801673562607931RedTapeWomenWhiteMeshWalkingNon-MarkingShoes1.jpg"
Women Solid Slim-Fit Port Royale Casual Track Pants,Tokyo Talkies,999,419,4.2,1.7,M,https://www.myntra.com/track-pants/tokyo-talkies/tokyo-talkies-women-maroon-solid-slim-fit-port-royale-casual-track-pants/14154078/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/21/eac747f2-dcea-4504-9f7f-40d4942824c91618979670721-1.jpg"
