prod_name,brand_name,marked_price,discounted_price,rating,rating_count,size,product_link,img_link
Men Perforated Sneakers,Solethreads,2499,1249,5,,UK11,https://www.myntra.com/casual-shoes/solethreads/solethreads-men-perforated-sneakers/21409250/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21409250/2023/1/4/2ce0dfd2-8ade-4550-a487-c9e45e4202bc1672819450155ILLUSION1.jpg"
Women Embroidered Kurti Set,Virah Fashion,4999,2199,4.1,14,XS,https://www.myntra.com/kurta-sets/virah-fashion/virah-fashion-women-teal-embroidered-empire-thread-work-kurti-with-sharara--with-dupatta/19179452/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19179452/2022/7/20/296fcfd6-d238-4848-854c-a62059bde2801658298235407VirahFashionWomenTealEthnicMotifsAngrakhaThreadWorkKurtiwith1.jpg"
Men Solid Track Jacket,Jack & Jones,2999,1799,4.7,4,S,https://www.myntra.com/jackets/jack--jones/jack--jones-men-teal-green-solid-track-jacket/19348758/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19348758/2022/11/29/1e0fbe10-cf2c-429c-aba7-d30f0360cc871669711159258-Jack--Jones-Men-Teal-Green-Solid-Track-Jacket-14916697111585-1.jpg"
Floral Maxi Dress,DressBerry,2199,1099,4.6,1.3,XS,https://www.myntra.com/dresses/dressberry/dressberry-navy-blue--mustard-yellow-floral-printed-maxi-dress/11005690/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11005690/2020/2/6/92826bcc-869d-4845-aca0-1e75283dda9d1580983095563-DressBerry-Women-Dresses-9751580983094062-1.jpg"
Monochrome Roll-Up Sleeves Top,Mayra,995,398,3.4,3.1,L,https://www.myntra.com/tops/mayra/mayra-white-monochrome-roll-up-sleeves-top/4441337/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4441337/2018/3/31/11522477207351-na-101522477207203-1.jpg"
Unisex Hard Trolley Bag 96 L,Skybags,9199,3149,4.4,11,L,https://www.myntra.com/trolley-bag/skybags/skybags-unisex-black--white-striped-hard-suitcase-trolley-bag-96-l/17566438/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17566438/2022/5/9/2dad55e8-9f4c-4777-a57a-9d55dd16ebe41652073733505-Skybags-Unisex-Black-Solid-Hard-Suitcase-Trolley-Bag-96-L-21-1.jpg"
Solid Round Neck T-shirt,HERE&NOW,599,329,3.9,1.7,M,https://www.myntra.com/tshirts/herenow/herenow-men-navy-blue-solid-round-neck-t-shirt/12816480/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12816480/2020/12/8/9ba523c2-fe7f-44df-b0b6-f72621fe40a81607424596953-HERENOW-Men-Tshirts-1241607424595550-1.jpg"
Floral Festive Gown,Inddus,6099,1768,4.2,21,XXL,https://www.myntra.com/ethnic-dresses/inddus/inddus-women-peach-floral-festive-gown/16160924/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16160924/2021/11/25/312b4a5f-fc29-4695-b086-faa31bfb6d021637833538950-Inddus-Women-Pink-Net-Embellished-Sequinned-Embroidered-Gown-1.jpg"
Men Solid Kurta,Anouk,799,399,3.8,11,S,https://www.myntra.com/kurtas/anouk/anouk-men-maroon-solid-kurta/17593288/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17593288/2022/7/28/da906df7-6934-431e-84a8-1501a8bbb77b1658991968375-Anouk-Men-Kurtas-1001658991968014-1.jpg"
Pack of 6 Cotton Lounge Pants,x2o,2999,899,4.1,3.3,4-5Y,https://www.myntra.com/lounge-pants/x2o/x2o-kids-pack-of-6-cotton-lounge-pants/13771214/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/2/26/07837259-ff86-4e2a-b4f5-6da6d2b92d401614340366668-1.jpg"
Men Solid Joggers,Red Tape,3699,924,4.3,36,M,https://www.myntra.com/track-pants/red-tape/red-tape-men-green-solid-solid-joggers/19827750/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19827750/2022/9/7/8422df24-0f00-454f-8d06-1b7c5b32db311662551690852TrackPants1.jpg"
Men Solid Comfort Sandals,House of Pataudi,2799,1679,4.6,7,UK6,https://www.myntra.com/sandals/house-of-pataudi/house-of-pataudi-men-black-solid-handcrafted-ethnic-comfort-sandals/15568500/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15568500/2022/12/5/06e53d4d-9853-4ce6-bdb7-23bbd94c1c341670231943859-House-of-Pataudi-Men-Black-Solid-Handcrafted-Ethnic-Comfort--11.jpg"
Men Slim-Fit Four-Piece Suit,Van Heusen,16999,8499,4.1,,36,https://www.myntra.com/suits/van-heusen/van-heusen-men-grey-checked-single-breasted-slim-fit-four-piece-suit/17492654/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17492654/2022/3/11/a91b2c57-16c2-4626-97a4-0a326c270a671646999791201VanHeusenGreyFourPieceSuit1.jpg"
Women Slim Fit Jeans,Levis,4499,2024,4.7,3,28,https://www.myntra.com/jeans/levis/levis-women-navy-blue-slim-fit-light-fade-stretchable-jeans/18903246/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18903246/2022/9/15/604ea827-df96-49fa-a324-3dfc38c83d251663241271655Levis312WomenNavyBlueSlimFitMid-RiseCleanLookLightFadeStretc1.jpg"
Men Cotton Jeans,AMERICAN EAGLE OUTFITTERS,,,0,0,31X32,https://www.myntra.com/jeans/american-eagle-outfitters/american-eagle-outfitters-men-cotton-jeans/21491826/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21491826/2023/1/10/b3789572-f6ff-4bb4-a3e7-7ec33bc2e1c61673344499542AMERICANEAGLEOUTFITTERSMenNavyBlueJeans1.jpg"
Women Pure Cotton Kurta,Earthwear,,,0,0,XS,https://www.myntra.com/kurtas/earthwear/earthwear-women-thread-work-pure-cotton-kurta/21396028/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21396028/2023/1/3/7214cce8-fb3b-42a3-8a41-f815cac106c41672732115742EarthwearWomenRustKeyholeNeckKurta1.jpg"
Floral Printed Straight Kurta,anayna,1599,479,4.5,7.5,XS,https://www.myntra.com/kurtas/anayna/anayna-women-green--white-floral-printed-straight-kurta/9252955/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9252955/2019/4/17/5b8d2dd5-24b5-4b25-9f0d-06b1078451ae1555483092177-anayna-Women-Green--White-Printed-Straight-Kurta-25115554830-1.jpg"
Men Tapered Fit Trousers,HIGHLANDER,2899,724,3.9,6,34,https://www.myntra.com/trousers/highlander/highlander-men-grey-tapered-fit-trousers/20456260/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20456260/2022/12/8/b8b3de21-9494-4db1-9608-0982edf2b0d51670477622969HIGHLANDERMenGreyTaperedFitTrousers1.jpg"
Women Embroidered Kurta Set,Indo Era,5299,1377,3.8,26,L,https://www.myntra.com/kurta-sets/indo-era/indo-era-women-purple-floral-embroidered-regular-sequinned-kurta-with-trousers--with-dupatta/14920020/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14920020/2021/9/17/7eb83a36-28ff-4b31-9efb-f8a01785ef751631867844892-Indo-Era-Women-Purple-Floral-Embroidered-Regular-Sequinned-K-1.jpg"
Tiered Maxi Dress,SASSAFRAS,2199,835,4.4,13.7,S,https://www.myntra.com/dresses/sassafras/sassafras-maroon-tiered-maxi-dress/11364418/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11364418/2022/1/24/93630b42-b1c0-4878-a139-8d7a82da527b1643004208091-SASSAFRAS-Maroon-Tiered-Maxi-Dress-1411643004207396-1.jpg"
Women Cotton Printed Kurta Set,Anouk,1899,854,3.8,77,XL,https://www.myntra.com/kurta-sets/anouk/anouk-women-red--white-ethnic-printed-pure-cotton-kurta-with-trousers/14925564/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14925564/2021/11/22/cdd0aeef-403f-4bbc-a62e-0b64c5de228d1637561212616-Anouk-Women-Red-Printed-Regular-Pure-Cotton-Kurta-with-Trous-5.jpg"
Grey Striped Co-Ords,Jaipur Kurti,2699,1214,4.1,9,S,https://www.myntra.com/co-ords/jaipur-kurti/jaipur-kurti-women-grey-striped-co-ords/18418678/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18418678/2022/5/25/ce6fb4ae-f5e2-4837-8376-39636307675a1653475673217GreyYarnDyedStripesPolyCottonCo-OrdSetHasTopAndPalazzo1.jpg"
Men Formal Shoes,Carlton London,2999,1499,4.1,1,UK6,https://www.myntra.com/formal-shoes/carlton-london/carlton-london-men-tan-formal-shoes/20352400/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20352400/2022/10/11/5eb0d517-8b51-43bb-a6bf-e0a37c4551dd1665466081255CarltonLondonMenTanCore1.jpg"
Women Floral Sweetheart Neck Dress,Berrylush,1899,797,4.4,80,S,https://www.myntra.com/dresses/berrylush/berrylush-women-gorgeous-green-floral-sweetheart-neck-dress/15096838/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15096838/2021/8/30/37c74198-13dc-44ff-8779-8b5075da22711630302285021-Berrylush-Green-Floral-Crepe-A-Line-Midi-Dress-8731630302284-1.jpg"
Women Kurta with Sharara With Dupatta,GERUA,3499,874,4.8,3,S,https://www.myntra.com/kurta-sets/gerua/gerua-women-grey-sequinned-kurta-with-sharara--with-dupatta/19073046/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19073046/2022/7/22/18b1661f-a0d8-4c0d-9c39-4c38f39c89101658481103235-GERUA-Women-Kurta-Sets-4321658481102631-1.jpg"
Men Slim Tapered Fit Jeans,Mast & Harbour,1999,999,3.5,54,28,https://www.myntra.com/jeans/mast--harbour/mast--harbour-men-blue-slim-tapered-fit-mid-rise-clean-look-stretchable-jeans/13490630/buy,
Men Colourblocked Sweatshirt,Campus Sutra,1999,839,4.2,13.5,S,https://www.myntra.com/sweatshirts/campus-sutra/campus-sutra-men-black--grey-colourblocked-hooded-sweatshirt/10381447/buy,
Men Slim Fit Trousers,Peter England,1599,1039,4.1,2,32,https://www.myntra.com/trousers/peter-england/peter-england-men-super-slim-fit-trousers/19088720/buy,
Men Black Panther T-shirt,The Souled Store,1499,1049,4.4,26,XL,https://www.myntra.com/tshirts/the-souled-store/the-souled-store-men-black-marvel-black-panther-logo-print-oversized-t-shirt/16713320/buy,
Cotton Casual Shirt,U.S. Polo Assn. Denim Co.,2199,1429,4.6,,44,https://www.myntra.com/shirts/us-polo-assn-denim-co/us-polo-assn-denim-co-pure-cotton-casual-shirt/17920680/buy,
Men Cotton Linen Casual Shirt,Roadster,2199,1143,4.3,3.5,42,https://www.myntra.com/shirts/roadster/roadster-men-white-cotton-linen-casual-sustainable-shirt/8217987/buy,
Women Ballerinas Flats,Shezone,1499,614,4.1,58,EURO37,https://www.myntra.com/flats/shezone/shezone-women-beige-ballerinas-flats-with-bows-/15847812/buy,
Plus Size High-Rise Tights,Blissclub,2249,1596,0,0,XS,https://www.myntra.com/tights/blissclub/blissclub-women-plus-size-high-rise-tights/21271486/buy,
Men Slim Fit Jeans,Roadster,1499,854,3.8,1.3,28,https://www.myntra.com/jeans/roadster/roadster-men-grey-slim-fit-mid-rise-clean-look-stretchable-jeans/9575361/buy,
Printed Henley T-shirt,Roadster,899,467,4.2,7.2,S,https://www.myntra.com/tshirts/roadster/roadster-men-black-printed-henley-t-shirt/1371410/buy,
Women Yoke Design Kurta with Trousers,Varanga,5999,995,4.1,1,XL,https://www.myntra.com/kurta-sets/varanga/varanga-women-floral-yoke-design-chanderi-silk-straight-kurta-with-trousers/20072794/buy,
Plum Lantern Sleeve Wrap Dress,Athena,2499,874,4.5,8.1,S,https://www.myntra.com/dresses/athena/athena-dramatic-entrance-lantern-sleeve-wrap-dress-in-plum/11024474/buy,
Antimicrobial Active T-shirt,Technosport,,,0,0,XL,https://www.myntra.com/tshirts/technosport/technosport-men-antimicrobial-active-t-shirt/21785908/buy,
Men Solid Biker Jacket,HIGHLANDER,4099,2008,4.2,1.1,M,https://www.myntra.com/jackets/highlander/highlander-men-brown-solid-leather-biker-jacket/10522812/buy,
Embroidered Kurta Set,GULMOHAR JAIPUR,3799,1699,2.8,,M,https://www.myntra.com/kurta-sets/gulmohar-jaipur/gulmohar-jaipur-women-embroidered-pure-cotton-kurta-with-palazzos--dupatta/21290226/buy,
Women Flared Sustainable Trousers,MANGO,3690,2583,3.8,3,28,https://www.myntra.com/trousers/mango/mango-women-black-flared-high-rise-sustainable-trousers/20705380/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20705380/2022/11/18/146d2569-4257-4c96-9707-d13f894c70751668774568681BlazersMANGOWomenCoatsMANGOWomenCoatsMANGOWomenCoatsMANGOWom1.jpg"
Ethnic Print Empire Top,Azira,899,593,4.4,1.2,XS,https://www.myntra.com/tops/azira/azira-blue-ethnic-print-empire-top/17416556/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17416556/2022/3/7/10b84083-9274-4b1b-b106-e7cc103cb9121646647353766AziraBlueGeometricPrintTop1.jpg"
Women Solid Kurta with Palazzos & Dupatta,Vishudh,2999,689,4.2,89,XL,https://www.myntra.com/kurta-sets/vishudh/vishudh-women-peach-coloured--gold-toned-solid-kurta-with-palazzos--dupatta/10080601/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10080601/2021/1/22/0c6244f7-d131-4082-bbf6-9e49b10c613d1611295330698-Vishudh-Women-Peach-Coloured--Gold-Toned-Solid-Kurta-with-Pa-1.jpg"
Men Checked Single-Breasted Slim-Fit 3-Piece Formal Suit,Allen Solly,12999,7669,4.6,,40,https://www.myntra.com/suits/allen-solly/allen-solly-men-navy-blue-checked-single-breasted-slim-fit-3-piece-formal-suit/19157506/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19157506/2022/7/18/82c72a13-46f5-4b8b-be7f-86675588b49a1658153073051AllenSollyMenNavyBlueCheckedSingle-BreastedSlim-Fit3-PieceFo1.jpg"
Men Typography T-shirt,Kook N Keech,999,569,3.8,9,S,https://www.myntra.com/tshirts/kook-n-keech/kook-n-keech-men-lavender-typography-pure-cotton-t-shirt/16189696/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16189696/2022/5/24/8b9dcedb-7999-45e3-97b8-7fecff34ae081653373517834-Kook-N-Keech-Men-Lavender-Typography-Pure-Cotton-T-shirt-927-1.jpg"
Men Solid High Neck T-shirt,CHKOKKO,2765,746,4.3,1.4,S,https://www.myntra.com/tshirts/chkokko/chkokko-men-black-solid-high-neck-t-shirt/10481292/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10481292/2019/9/23/591b062a-3d15-4a5e-845a-36abef0e51861569229707463-Chkokko-Men-Black-Solid-High-Neck-T-shirt-7181569229706374-1.jpg"
Men Analogue Watch,Titan,,,4.6,44,Onesize,https://www.myntra.com/watches/titan/titan-men-grey-analogue-watch/12870700/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12870700/2022/5/2/09f1aaa7-6c2e-48e9-bf1d-bebf489913451651490991473-Titan-Men-Grey-Analogue-Watch-6641651490991238-2.jpg"
Unisex Solid Bayaband Sliders,Crocs,2995,1946,4.2,26,UK4,https://www.myntra.com/flip-flops/crocs/crocs-unisex-white-solid-bayaband-sliders/10898164/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/1/7478e030-e567-4f4f-833c-552f159212cb1572589482852-1.jpg"
Men Slim Fit Jeans,LOCOMOTIVE,2499,624,3.7,5.1,30,https://www.myntra.com/jeans/locomotive/locomotive-men-charcoal-grey-slim-fit-mid-rise-clean-look-stretchable-jeans/7786833/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7786833/2019/9/25/55914283-1977-4328-9677-023537820a8b1569399773519-LOCOMOTIVE-Men-Grey-Slim-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg"
Twill Cargo Trousers,H&M,,,4.6,1,27,https://www.myntra.com/trousers/hm/hm-women-pure-cotton-twill-cargo-trousers/21559838/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21559838/2023/1/16/2b9292ec-aed5-420b-ac26-64566fc021cf1673852818401Twillcargotrousers1.jpg"
Women Swilla Running Shoes,Puma,3999,3599,4.5,1,UK6,https://www.myntra.com/sports-shoes/puma/puma-women-swilla-running-shoes/18815592/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18815592/2023/1/24/83288770-6712-4e2a-991c-6370550faa131674542103146-Puma-Women-Sports-Shoes-9181674542102782-1.jpg"
9 Pcs Liquid Mousse Lipstick,LOVE EARTH,1999,999,4.1,5,Pack,https://www.myntra.com/lipstick/love-earth/love-earth-set-of-9-liquid-mousse-miniature-matte-lipsticks---2-ml-each/21180534/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21180534/2022/12/13/4a47ab9d-5630-4500-9e69-8415ad7f5f6c1670948162199LOVEEARTHLiquidMousseMiniatureSetOf9LiquidMatteLipstick-2mlE1.jpg"
Women Stainless Steel Straps Watch,Mathey-Tissot,20000,18000,0,0,Onesize,https://www.myntra.com/watches/mathey-tissot/mathey-tissot-women-stainless-steel-bracelet-style-straps-analogue-watch-d910bi/21278860/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21278860/2022/12/22/8d3437a0-f622-4f12-99b8-04bb25ebee4e1671706858679Mathey-TissotWhiteDialAnalogwomenWatch-D910BI1.jpg"
Men Thong Flip-Flops,Campus,,,4.3,21,UK6,https://www.myntra.com/flip-flops/campus/campus-men-tan-brown-thong-flip-flops/17619446/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17619446/2022/3/23/3a930e34-9619-44db-8964-a4351a1d81661648034224868CampusMenTanFlipFlops1.jpg"
Men Pinstriped Slim Fit Blazer,INVICTUS,6999,3499,3.8,1,38,https://www.myntra.com/blazers/invictus/invictus-men-black--white-pinstriped-slim-fit-single-breasted-blazer/18179922/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18179922/2022/11/17/7ab6b211-7206-465b-bb82-b11fd79993e81668663068513-INVICTUS-Men-Black--White-Pinstriped-Slim-Fit-Blazer-4401668-1.jpg"
Men Kurta,Latest Chikan Garments,1299,699,0,0,M,https://www.myntra.com/kurtas/latest-chikan-garments/latest-chikan-garments-striped-printed-mandarin-collar-kurta/21294228/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21294228/2022/12/23/ac378168-1c6b-4681-9417-af85325fd3031671804511852MensCottonKurta1.jpg"
Men Reyton Running Shoes,ADIDAS,4599,3679,4.5,5,UK11,https://www.myntra.com/sports-shoes/adidas/adidas-men-burgundy--grey-woven-design-reyton-running-shoes/18373190/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18373190/2023/2/15/eaaf0aad-f152-4add-820e-b30e552bf03c1676459978016-ADIDAS-Men-Burgundy--Grey-Woven-Design-Reyton-Running-Shoes--1.jpg"
Ninja Call 2 Plus Smart Watch,Fire-Boltt,9999,2199,3.9,2,43 mm,https://www.myntra.com/smart-watches/fire-boltt/fire-boltt-ninja-call-2-plus-bluetooth-calling-183-large-display-smartwatch-25bswaay12/21283766/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21283766/2022/12/28/d23b8095-044e-4d45-a74b-4cddf83051021672212030143-Fire-Boltt-Ninja-Call-2-Plus-Bluetooth-Calling-183-Large-Dis-1.jpg"
Men Solid Track Pants,Harvard,999,519,4.1,3.9,M,https://www.myntra.com/track-pants/harvard/harvard-men-black-straight-fit-solid-track-pants/12671228/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12671228/2020/11/28/41e9d2d9-9cad-4fe0-9afa-897dcdb7be0c1606546682705TrackPantsHarvardMenTrackPantsHarvardMenTrackPantsHarvardMen1.jpg"
Floral Banarasi Linen Blend Saree,Saree mall,4099,983,4,59,Onesize,https://www.myntra.com/sarees/saree-mall/saree-mall-maroon-floral-linen-blend-banarasi-saree/16287684/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16287684/2021/12/15/2d456990-9c3a-48ef-adf9-7755b3209d121639559785195-Saree-Mall-Maroon-Linen-Ethnic-Woven-Design-Traditional-Wear-1.jpg"
Men Colourblocked PU Sneakers,SPYKAR,,,0,0,UK10,https://www.myntra.com/casual-shoes/spykar/spykar-men-colourblocked-pu-lace-up-sneakers/21899432/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21899432/2023/2/8/6d54d3d3-9bf4-42c1-93ef-cda2b7ae66291675869965321MenCasualLaceupSneakers1.jpg"
Men Zoom Fly 5 Running Shoes,Nike,,,0,0,UK7,https://www.myntra.com/sports-shoes/nike/nike-men-solid-zoom-fly-5-road-running-shoes/21252442/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21252442/2023/1/10/eceaec09-74da-4fc8-869b-4f29da845f7b1673342649831-Nike-Zoom-Fly-5-Mens-Road-Running-Shoes-4681673342649146-1.jpg"
Women Slip-On Sneakers,Layasa,1999,799,4.5,1,UK5,https://www.myntra.com/casual-shoes/layasa/layasa-women-woven-design-slip-on-sneakers/21320480/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21320480/2022/12/27/8c30e52f-3681-4f1c-a448-cbdeafa5ca291672134924376LayasaWomenPinkColourblockedSlip-OnSneakers5.jpg"
Bomber Jacket,Kappa,2299,1609,4.2,,S,https://www.myntra.com/jackets/kappa/kappa-women-bomber-jacket/21477400/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21477400/2023/1/9/73a07dad-4674-4dae-adf3-c885104454a21673272915334KappaWomenBlueColourblockedDenimJacket1.jpg"
